"ID","DONATION_MD5_HASH","DONATION_CONTACT_ID","DONATION_TIMESTAMP","DONATION_TARGET","DONATION_CURRENCY","DONATION_AMOUNT","STATUS"
"a064E000004DTGBQA4","95-9d475cbc1eaf425589c76cd766e0fb4f","95","2014-03-01T00:00:00.000Z","a0758000002kNIAAA2","GBP","937.5","Item Created"
"a064E000004DTGCQA4","95-50c41739a4daf4741dbfd3ec7a2ceb28","95","2014-03-31T23:00:00.000Z","a0758000002kNF9AAM","GBP","625","Item Created"
"a064E000004DTGDQA4","95-32d2b2be109e547a24c5a573343736e4","95","2014-03-31T23:00:00.000Z","a0758000002kNIAAA2","GBP","937.5","Item Created"
"a064E000004DTGEQA4","95-c34c11323061b3e4cf989f0b2b37a37d","95","2014-04-30T23:00:00.000Z","a0758000002kNF9AAM","GBP","625","Item Created"
"a064E000004DTGFQA4","95-ee979085d02b0384996e9faf1ca6f374","95","2014-04-30T23:00:00.000Z","a0758000002kNIAAA2","GBP","625","Item Created"
"a064E000004DTGGQA4","95-9718acd2bdc3b273738abc5f153171c2","95","2014-05-31T23:00:00.000Z","a0758000002kNF9AAM","GBP","625","Item Created"
"a064E000004DTGHQA4","95-e8c0220814525f62411196e81fea9b66","95","2014-05-31T23:00:00.000Z","a0758000002kNIAAA2","GBP","937.5","Item Created"
"a064E000004DTGIQA4","95-c232563209e0eb8ee23536d0faa18bab","95","2014-06-30T23:00:00.000Z","a0758000002kNIAAA2","GBP","937.5","Item Created"
"a064E000004DTGJQA4","95-0428e45f090c0b951603cb3d1379f2f0","95","2014-06-30T23:00:00.000Z","a0758000002kNF9AAM","GBP","625","Item Created"
"a064E000004DTGKQA4","95-6e3a169c91588a6e91c4d3d7c850c757","95","2014-12-01T00:00:00.000Z","a0758000002kNIAAA2","GBP","4687.5","Item Created"
"a064E000004DTGLQA4","95-309ce70e0746a91dd325d99cc5c8423a","95","2015-09-18T23:00:00.000Z","a0758000002kNI9AAM","GBP","2500","Item Created"
"a064E000004DTGMQA4","95-138a8039e64abeafbace5d5d470b7c50","95","2016-04-19T23:00:00.000Z","a074E000000Hz57QAC","GBP","5000","Item Created"
"a064E000004DTGNQA4","98-00a07b6a192f5db962146d7274a376b2","98","2014-04-06T23:00:00.000Z","a0758000002kNNlAAM","GBP","320","Item Created"
"a064E000004DTGOQA4","98-52a1c6f2636afd8ab1c5fbb981680c65","98","2014-04-30T23:00:00.000Z","a0758000002kNNlAAM","GBP","320","Item Created"
"a064E000004DTGPQA4","98-faa6a6d571c5745826bd420fad83f3ab","98","2014-05-31T22:00:00.000Z","a0758000002kNNlAAM","GBP","350","Item Created"
"a064E000004DTGQQA4","98-f0123fb31bf602c49dd1551d4ff7bf9c","98","2014-06-30T22:00:00.000Z","a0758000002kNNlAAM","GBP","350","Item Created"
"a064E000004DTGRQA4","113-863bccddde828ea55b4aa64393a04054","113","2014-04-09T04:00:00.000Z","a0758000002kNHyAAM","USD","120","Item Created"
"a064E000004DTGSQA4","113-fe2912ded9313d08ba042dc314c05d80","113","2013-08-04T04:00:00.000Z","a0758000002kNJKAA2","USD","100","Item Created"
"a064E000004DTGTQA4","113-73dc902ce4372107c01433572805aed9","113","2012-12-14T05:00:00.000Z","a0758000002kNHyAAM","USD","100","Item Created"
"a064E000004DTGUQA4","113-24de58b6496d9e4a394c6bd54c0c5f4c","113","2014-12-27T06:00:00.000Z","a0758000002kNHwAAM","USD","60","Item Created"
"a064E000004DTGVQA4","113-28dd3da010b944819c22818fdade4917","113","2015-11-13T05:00:00.000Z","a0758000002kNDHAA2","USD","110","Item Created"
"a064E000004DTGWQA4","113-0c9a44a414d716c9b60ba701c0a70f22","113","2015-12-01T06:00:00.000Z","a0758000002kNNlAAM","USD","85","Item Created"
"a064E000004DTGXQA4","121-7bd91aa89618a65a38d45595079ad569","121","2014-04-14T04:00:00.000Z","a0758000002kNGHAA2","USD","32","Item Created"
"a064E000004DTGYQA4","121-b3c64ba3414dcc5db9dad0533f68c70d","121","2014-05-22T04:00:00.000Z","a0758000002kNGHAA2","USD","25","Item Created"
"a064E000004DTGZQA4","121-6552a9319b49f42ec579117581ec92e1","121","2014-12-16T05:00:00.000Z","a0758000002kNNlAAM","USD","25","Item Created"
"a064E000004DTGaQAO","121-f9f527e9a45b257e158d38c6f8d50552","121","2014-12-29T05:00:00.000Z","a0758000002kNDHAA2","USD","30","Item Created"
"a064E000004DTGbQAO","122-1c61b7b1777fca1e2d9afb2dff6ef997","122","2014-04-15T04:00:00.000Z","a0758000002kNM0AAM","USD","50.25","Item Created"
"a064E000004DTGcQAO","122-9725ed27f00ef804990fea586d94a03e","122","2014-12-01T05:00:00.000Z","a0758000002kNGHAA2","USD","50","Item Created"
"a064E000004DTGdQAO","122-536599cf35d6ce9d7f100d8c4834b1ab","122","2015-03-16T04:00:00.000Z","a0758000002kNDHAA2","USD","12.5","Item Created"
"a064E000004DTGeQAO","122-282395da221fed3563938acde073e750","122","2015-03-16T04:00:00.000Z","a0758000002kNNlAAM","USD","12.5","Item Created"
"a064E000004DTGfQAO","122-87c37eca40f87e22676a3d2fc9e65f09","122","2015-03-16T04:00:00.000Z","a0758000002kNGHAA2","USD","12.5","Item Created"
"a064E000004DTGgQAO","122-bbcbbc76b22b954cb60100ab90b5a65d","122","2015-03-16T04:00:00.000Z","a0758000002kNMyAAM","USD","12.5","Item Created"
"a064E000004DTGhQAO","122-7d435eb2795bccfa8829f1bea580bee8","122","2015-04-16T04:00:00.000Z","a0758000002kNDHAA2","USD","12.5","Item Created"
"a064E000004DTGiQAO","122-16b5f3d96be918f324841321343bb729","122","2015-04-16T04:00:00.000Z","a0758000002kNNlAAM","USD","12.5","Item Created"
"a064E000004DTGjQAO","122-5087d5be9af418bc3db64be155006fa5","122","2015-04-16T04:00:00.000Z","a0758000002kNGHAA2","USD","12.5","Item Created"
"a064E000004DTGkQAO","122-8d65a72e02240d0153b9790e58d97099","122","2015-04-16T04:00:00.000Z","a0758000002kNMyAAM","USD","12.5","Item Created"
"a064E000004DTGlQAO","122-303176432e4bea3b9c5ded2368e9e017","122","2015-04-16T04:00:00.000Z","a0758000002kNL0AAM","USD","50","Item Created"
"a064E000004DTGmQAO","122-c757093e2882cb1b767df0ef0a959aaa","122","2015-06-03T04:00:00.000Z","a0758000002kNLkAAM","USD","50","Item Created"
"a064E000004DTGnQAO","124-2f579fb668eb9450cd588b321822a32c","124","2014-12-30T05:00:00.000Z","a0758000002kNHyAAM","USD","6700","Item Created"
"a064E000004DTGoQAO","124-9e27c3321187877e0cbb43b840bedab2","124","2015-10-24T04:00:00.000Z","a074E000000Hz57QAC","USD","100","Item Created"
"a064E000004DTGpQAO","124-c7909b5c231be89719d58e31eb0d77fc","124","2015-10-24T04:00:00.000Z","a074E000000Hz57QAC","USD","100","Item Created"
"a064E000004DTGqQAO","124-610131bc29bd09ab25af4d9acf8eae99","124","2015-10-24T04:00:00.000Z","a074E000000Hz57QAC","USD","100","Item Created"
"a064E000004DTGrQAO","124-839ee05472a84d2352a3ed4efde724f2","124","2015-10-24T04:00:00.000Z","a0758000002kNDHAA2","USD","225","Item Created"
"a064E000004DTGsQAO","124-854ec7d1e006b9403c3321582c6e2a48","124","2015-12-14T05:00:00.000Z","a0758000002kNGRAA2","USD","350","Item Created"
"a064E000004DTGtQAO","124-94c47dcfe0ad09b5714942cd5156ca48","124","2015-12-14T05:00:00.000Z","a074E000000Hz57QAC","USD","100","Item Created"
"a064E000004DTGuQAO","124-cc0c4b1cc98bf5deb5a0d882e9d5e15f","124","2015-12-14T05:00:00.000Z","a074E000000Hz57QAC","USD","100","Item Created"
"a064E000004DTGvQAO","124-f20a6b5ecc52dc8b048aeb284ffe5817","124","2015-12-14T05:00:00.000Z","a0758000002kNDHAA2","USD","200","Item Created"
"a064E000004DTGwQAO","124-53bb164e876dac5f4a5a25c1750d7f84","124","2015-12-27T05:00:00.000Z","a0758000002kNDHAA2","USD","3600","Item Created"
"a064E000004DTGxQAO","124-c14959e85ab1bc11961faaa42e453776","124","2015-12-14T05:00:00.000Z","a0758000002kNHwAAM","USD","200","Item Created"
"a064E000004DTGyQAO","124-50856725a1f0f4ada9d20591b49be7cc","124","2015-10-24T04:00:00.000Z","a0758000002kNQSAA2","USD","225","Item Created"
"a064E000004DTGzQAO","124-cd3707d07ff1e58862fb1f13ef8b60c1","124","2015-12-14T05:00:00.000Z","a074E000000Hz57QAC","USD","100","Item Created"
"a064E000004DTH0QAO","125-c881e0dceae7352db96b6ff3e04eee35","125","2014-04-13T14:25:02.000Z","a0758000002kNGHAA2","USD","50","Item Created"
"a064E000004DTH1QAO","125-aed268dae6fcacbed229c9dabbd5cd57","125","2015-05-03T04:00:00.000Z","a0758000002kNGHAA2","USD","150","Item Created"
"a064E000004DTH2QAO","129-a2524e70cefb4c2ec5e538a644b4ed5e","129","2011-08-02T23:00:00.000Z","a0758000002kNNlAAM","GBP","350","Item Created"
"a064E000004DTH3QAO","129-7a6992a609470708c67608191ef51800","129","2012-09-01T23:00:00.000Z","a0758000002kNNlAAM","GBP","204.75","Item Created"
"a064E000004DTH4QAO","129-a455240190f98e692c11eba97e2e30b4","129","2013-12-01T00:00:00.000Z","a0758000002kNDHAA2","GBP","828.19","Item Created"
"a064E000004DTH5QAO","129-69a37fb30e7ce23bb83c7ba318c7b046","129","2013-12-30T00:00:00.000Z","a0758000002kNNlAAM","GBP","172.19","Item Created"
"a064E000004DTH6QAO","129-86eb7ae76771e78d44be5db2c0cee6af","129","2013-11-01T00:00:00.000Z","a0758000002kNEUAA2","GBP","12.5","Item Created"
"a064E000004DTH7QAO","129-754a521f72514c50ea766fecfb33af2f","129","2013-12-02T00:00:00.000Z","a0758000002kNQGAA2","GBP","10","Item Created"
"a064E000004DTH8QAO","129-b01c32dbe2633f857eb38ca38fbf1824","129","2014-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","1468.76","Item Created"
"a064E000004DTH9QAO","129-32d43b524f8033de8618f43c71eb01e0","129","2014-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","1468.76","Item Created"
"a064E000004DTHAQA4","129-df819dce4f087d501289b6275671d9ed","129","2015-12-31T00:00:00.000Z","a0758000002kNDHAA2","GBP","2704","Item Created"
"a064E000004DTHBQA4","129-1bd8a83f93de7e70f73dceef0654cbeb","129","2015-12-31T00:00:00.000Z","a0758000002kNNlAAM","GBP","2704","Item Created"
"a064E000004DTHCQA4","129-ce8f79843245edce87cbe23baabf2afe","129","2015-12-31T00:00:00.000Z","a0758000002kNQGAA2","GBP","10","Item Created"
"a064E000004DTHDQA4","130-38c04b1f3229eed5e7917941bd52b177","130","2014-07-21T21:00:00.000Z","a0758000002kNNlAAM","EUR","1300","Item Created"
"a064E000004DTHEQA4","130-2efbe56345e57900ebdca4ad49e3d766","130","2014-07-21T21:00:00.000Z","a0758000002kNFnAAM","EUR","400","Item Created"
"a064E000004DTHFQA4","130-fd87061646f9fb27a87408436569eeda","130","2014-08-24T21:00:00.000Z","a0758000002kNE4AAM","EUR","100","Item Created"
"a064E000004DTHGQA4","130-7cc57229d02dc69e5ee0ddd011f28e98","130","2014-10-05T21:00:00.000Z","a0758000002kNCpAAM","EUR","200","Item Created"
"a064E000004DTHHQA4","130-cef7ec3610acf0b3e565e96084e6173c","130","2014-10-10T21:00:00.000Z","a0758000002kNNlAAM","EUR","102.62","Item Created"
"a064E000004DTHIQA4","130-2895d97db96d4fe0bee7396ac2b3ad35","130","2014-12-30T22:00:00.000Z","a0758000002kNHwAAM","EUR","228.52","Item Created"
"a064E000004DTHJQA4","130-982227323bc35da7a28ea27cc0a9ffa6","130","2014-12-30T22:00:00.000Z","a0758000002kNHwAAM","EUR","626.35","Item Created"
"a064E000004DTHKQA4","130-0a2f7f3ca069fceab0968144d8bfaead","130","2014-12-30T22:00:00.000Z","a0758000002kNNlAAM","EUR","850","Item Created"
"a064E000004DTHLQA4","130-50ba8925c973d1076ce8dd94176d4f57","130","2015-06-14T21:00:00.000Z","a0758000002kNHLAA2","EUR","820.12","Item Created"
"a064E000004DTHMQA4","130-62a7e648a04287e19081b67fe5a31e88","130","2015-12-24T22:00:00.000Z","a0758000002kNNlAAM","EUR","1500","Item Created"
"a064E000004DTHNQA4","130-3a70e2c3d36000ad39ffe4fa47752e19","130","2015-12-24T22:00:00.000Z","a0758000002kNDfAAM","EUR","200","Item Created"
"a064E000004DTHOQA4","130-9f11bf160beb5c241d31150faa7a3d22","130","2015-12-24T22:00:00.000Z","a0758000002kNF9AAM","EUR","697.81","Item Created"
"a064E000004DTHPQA4","130-7e9a4358b830a5512787f2d07a94abbf","130","2015-11-13T22:00:00.000Z","a0758000002kNIFAA2","EUR","50","Item Created"
"a064E000004DTHQQA4","130-689f8f5b38adeaa77831f91c64f6b960","130","2015-01-14T22:00:00.000Z","a0758000002kNDfAAM","EUR","40","Item Created"
"a064E000004DTHRQA4","133-a8b985b6cba203f9f951ba7b223f2cca","133","2014-04-13T14:23:15.000Z","a0758000002kNDHAA2","EUR","7.5","Item Created"
"a064E000004DTHSQA4","133-b8758b8e979dd9c3a844b6fae2f0a4de","133","2014-04-13T14:23:15.000Z","a0758000002kNNlAAM","EUR","7.5","Item Created"
"a064E000004DTHTQA4","133-0fc242b275757f433b4e73c24724d86d","133","2014-04-13T14:23:15.000Z","a0758000002kNGHAA2","EUR","7.5","Item Created"
"a064E000004DTHUQA4","133-9c1fdc22217db334e6bb67fc206c31d6","133","2014-04-13T14:23:15.000Z","a0758000002kNMyAAM","EUR","7.5","Item Created"
"a064E000004DTHVQA4","139-7736ea50a3a55496c0462364f93cfed2","139","2014-11-20T00:00:00.000Z","a0758000002kNNlAAM","GBP","100","Item Created"
"a064E000004DTHWQA4","139-bef6030af0f3ec70be91857861d42496","139","2014-12-17T00:00:00.000Z","a0758000002kNHwAAM","GBP","100","Item Created"
"a064E000004DTHXQA4","145-90bae9dda19f0bf927f7b530e373b3aa","145","2011-12-30T05:00:00.000Z","a0758000002kNDHAA2","USD","3000","Item Created"
"a064E000004DTHYQA4","145-3d9fd7c49043c019b97e1ad59bd64c01","145","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","100","Item Created"
"a064E000004DTHZQA4","145-c9a70b6540a264459a9519122c56037c","145","2012-12-31T00:00:00.000Z","a0758000002kNDHAA2","USD","21000","Item Created"
"a064E000004DTHaQAO","145-9375741d80e2aa2d5220e31c33077c64","145","2012-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","1000","Item Created"
"a064E000004DTHbQAO","145-7f638a7435eb557fd7f777585228bc74","145","2012-12-31T00:00:00.000Z","a0758000002kNGHAA2","USD","100","Item Created"
"a064E000004DTHcQAO","145-c4c0a575e2a6a2cfc6099c0832787b92","145","2012-12-31T00:00:00.000Z","a0758000002kNM7AAM","USD","200","Item Created"
"a064E000004DTHdQAO","145-8936a2269ab93f8ec91ff11c2ce48fb0","145","2013-05-03T23:00:00.000Z","a0758000002kNPtAAM","USD","1000","Item Created"
"a064E000004DTHeQAO","145-fd14f5f49e1936036afab2ab2a525f01","145","2013-05-03T23:00:00.000Z","a0758000002kNJCAA2","USD","1000","Item Created"
"a064E000004DTHfQAO","145-2a0ca9b18109bcafd9ff6c3fac554505","145","2013-08-31T23:00:00.000Z","a0758000002kNDHAA2","USD","1265.25","Item Created"
"a064E000004DTHgQAO","145-399387c4cdaf76ac409161c0e602ad27","145","2013-07-02T23:00:00.000Z","a0758000002kND9AAM","USD","50","Item Created"
"a064E000004DTHhQAO","145-31bf97545b2b07fc519deed178c460a2","145","2013-06-04T23:00:00.000Z","a0758000002kNH4AAM","USD","50","Item Created"
"a064E000004DTHiQAO","145-e05346b9fbee7de11bead4a732fd93a6","145","2013-10-08T23:00:00.000Z","a0758000002kNNlAAM","USD","100","Item Created"
"a064E000004DTHjQAO","145-6c1a3e766ca9d953cd2230bb6df716c0","145","2013-07-10T23:00:00.000Z","a0758000002kNHwAAM","USD","100","Item Created"
"a064E000004DTHkQAO","145-616a0d4462338e46e732f2aec361f8be","145","2013-10-13T23:00:00.000Z","a0758000002kNHdAAM","USD","500","Item Created"
"a064E000004DTHlQAO","145-eaa17f057e611c579bb179324f4f559a","145","2014-12-31T05:00:00.000Z","a0758000002kNDHAA2","USD","1300","Item Created"
"a064E000004DTHmQAO","145-fa4696fcdeae5e8b3068caf82edf34c2","145","2014-12-01T05:00:00.000Z","a0758000002kND9AAM","USD","50","Item Created"
"a064E000004DTHnQAO","145-035e737859b89eb1c4f722e9a117079c","145","2014-12-01T05:00:00.000Z","a0758000002kNJKAA2","USD","50","Item Created"
"a064E000004DTHoQAO","145-f78c4e4478884f355595c6ffe26e5cc1","145","2014-12-01T05:00:00.000Z","a0758000002kNH4AAM","USD","50","Item Created"
"a064E000004DTHpQAO","145-ba3ac4df2adfc242d402f34cbc7892b8","145","2014-12-01T05:00:00.000Z","a0758000002kNFnAAM","USD","50","Item Created"
"a064E000004DTHqQAO","145-0a71d4114359c41e041e3abd54695da0","145","2010-12-01T05:00:00.000Z","a0758000002kNPxAAM","USD","2000","Item Created"
"a064E000004DTHrQAO","145-de416019b111a70d8e76fb4c567ed41d","145","2015-01-05T05:00:00.000Z","a0758000002kNDHAA2","USD","1000","Item Created"
"a064E000004DTHsQAO","145-fa8c0dc701a9d788a15ba952ae9290f0","145","2015-12-30T05:00:00.000Z","a0758000002kNDkAAM","USD","100","Item Created"
"a064E000004DTHtQAO","145-d0fabefcfe20a80863a81d1a9c17d0be","145","2015-12-30T05:00:00.000Z","a0758000002kNPtAAM","USD","25","Item Created"
"a064E000004DTHuQAO","145-2cd393150ff70a284b40c58671cff5fa","145","2015-12-30T05:00:00.000Z","a0758000002kNJKAA2","USD","25","Item Created"
"a064E000004DTHvQAO","145-dfe120c88443be316cdae944a4df2a80","145","2015-12-30T05:00:00.000Z","a0758000002kND9AAM","USD","25","Item Created"
"a064E000004DTHwQAO","145-01232904169d5711b92a7bd95a42842f","145","2015-12-30T05:00:00.000Z","a0758000002kNH4AAM","USD","25","Item Created"
"a064E000004DTHxQAO","145-303cd6ff254446d352ea5830730653be","145","2015-12-30T05:00:00.000Z","a0758000002kNFHAA2","USD","80","Item Created"
"a064E000004DTHyQAO","145-a305534ba8f7cebfa30c61cc2bb6e6af","145","2015-12-30T05:00:00.000Z","a0758000002kNI9AAM","USD","500","Item Created"
"a064E000004DTHzQAO","145-49bc511736f26b74e06f83ecbfa312cc","145","2015-12-30T05:00:00.000Z","a0758000002kNDHAA2","USD","1000","Item Created"
"a064E000004DTI0QAO","145-02edfda5167b24c5e79fe94b6cd5f1db","145","2016-01-11T05:00:00.000Z","a0758000002kNClAAM","USD","500","Item Created"
"a064E000004DTI1QAO","146-2d0357245b6af3496f938f79d18c8410","146","2014-04-13T22:00:00.000Z","a0758000002kNMyAAM","EUR","10","Item Created"
"a064E000004DTI2QAO","148-79da7b249e9036f9741c03299ca60e02","148","2014-05-16T05:00:00.000Z","a0758000002kNDHAA2","GBP","55","Item Created"
"a064E000004DTI3QAO","148-63f4aa23c6c2cefce0dc5824aad69a27","148","2014-05-16T05:00:00.000Z","a0758000002kNGHAA2","GBP","55","Item Created"
"a064E000004DTI4QAO","148-ce33d73dcdefb1cc98cb3857fc2f4b0f","148","2014-04-15T05:00:00.000Z","a0758000002kNDHAA2","GBP","100","Item Created"
"a064E000004DTI5QAO","148-55c3dbd4d4a1da3d368e61ecb1cac1dd","148","2014-06-16T05:00:00.000Z","a0758000002kNGHAA2","GBP","55","Item Created"
"a064E000004DTI6QAO","148-8ed23f2fd6b399d2359164c5c0bf0823","148","2014-07-16T05:00:00.000Z","a0758000002kNDHAA2","GBP","55","Item Created"
"a064E000004DTI7QAO","148-489c9f37bb45d65ad3e86b310f1daba0","148","2015-12-01T05:00:00.000Z","a0758000002kNDHAA2","USD","1000","Item Created"
"a064E000004DTI8QAO","148-e8086a2274042c2cf894fea7e6e16b4c","148","2016-04-20T05:00:00.000Z","a0758000002kNDHAA2","USD","2500","Item Created"
"a064E000004DTI9QAO","153-2fdf3d12c9dc79e44d4b6f12d479dfca","153","2014-05-14T23:00:00.000Z","a0758000002kNGHAA2","GBP","50","Item Created"
"a064E000004DTIAQA4","153-0dd883831ebc6747904195857af7452e","153","2014-06-03T10:28:13.000Z","a0758000002kNNlAAM","GBP","3.33","Item Created"
"a064E000004DTIBQA4","153-3139757a375e1dbce7bf6420fef88778","153","2014-06-03T10:28:15.000Z","a0758000002kNGHAA2","GBP","3.33","Item Created"
"a064E000004DTICQA4","153-b123e1803536831eb0b4052579c9eb3d","153","2014-06-03T10:28:15.000Z","a0758000002kNMyAAM","GBP","3.33","Item Created"
"a064E000004DTIDQA4","156-de962a602acb36e1553f61f61b3c7fa9","156","2014-04-03T23:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DTIEQA4","156-5de361ebd9fd15b4ca580224a8b2df2a","156","2014-05-06T23:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DTIFQA4","156-bec251795843865f83a0dda4c6d1593e","156","2014-07-06T23:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DTIGQA4","156-6a70a364dcc32468be6017192bed56da","156","2014-07-11T23:00:00.000Z","a0758000002kNNlAAM","GBP","180","Item Created"
"a064E000004DTIHQA4","156-7cee6509912508f4d64c8e58127ffacc","156","2014-08-06T23:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DTIIQA4","156-77ba840d3a15a42ce1a6c1a1176f202d","156","2014-09-07T23:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DTIJQA4","156-a970a488bd96f5a9233206233cda0b7e","156","2014-12-08T00:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DTIKQA4","156-ad197f7fc2526e9194f81befbb992347","156","2015-01-07T00:00:00.000Z","a0758000002kNNlAAM","GBP","30","Item Created"
"a064E000004DTILQA4","156-8374231de0fa2bd753a57dddb12c372b","156","2015-02-10T00:00:00.000Z","a0758000002kNNlAAM","GBP","382","Item Created"
"a064E000004DTIMQA4","164-de0112f5acad6f0ab44d273130d1a2a8","164","2014-08-18T18:30:00.000Z","a0758000002kNDHAA2","USD","4000","Item Created"
"a064E000004DTINQA4","174-a4364b60466385c31447544348864657","174","2014-04-19T05:00:00.000Z","a0758000002kNMBAA2","USD","60000","Item Created"
"a064E000004DTIOQA4","181-f99e0138d7ad1c964bbf63fdd4268ee6","181","2014-04-20T07:00:00.000Z","a0758000002kNMBAA2","CAD","10","Item Created"
"a064E000004DTIPQA4","192-0f4001646899d37306fc14a334ee01ea","192","2012-05-25T00:00:00.000Z","a0758000002kNDHAA2","GBP","1250","Item Created"
"a064E000004DTIQQA4","192-469cfb9a7df237a510b1e515757e3e86","192","2013-05-25T00:00:00.000Z","a0758000002kNDHAA2","GBP","1250","Item Created"
"a064E000004DTIRQA4","192-db7d49951b8ff8c1a0e21f1d0aa90156","192","2014-05-25T00:00:00.000Z","a0758000002kNDHAA2","GBP","1250","Item Created"
"a064E000004DTISQA4","192-339897469f8be62e451b28b05fe7da66","192","2014-12-17T01:00:00.000Z","a0758000002kNDHAA2","GBP","780","Item Created"
"a064E000004DTITQA4","249-bc067356860b62cf5d025603f124c31d","249","2011-12-31T00:00:00.000Z","a0758000002kNNlAAM","USD","37.5","Item Created"
"a064E000004DTIUQA4","250-da3adec5ff984b20eb274419d8c53849","250","2012-04-04T23:00:00.000Z","a0758000002kNDHAA2","GBP","3875","Item Created"
"a064E000004DTIVQA4","250-7bc2df234d4351a28a995ce5a68522e2","250","2012-04-04T23:00:00.000Z","a0758000002kNNlAAM","GBP","2500","Item Created"
"a064E000004DTIWQA4","250-75d255d62accf566ebda7eaa1c1eb7e5","250","2012-04-04T23:00:00.000Z","a0758000002kNGHAA2","GBP","2500","Item Created"
"a064E000004DTIXQA4","250-4976ee2c523f5205ccef66725ce0dad8","250","2012-04-04T23:00:00.000Z","a0758000002kNINAA2","GBP","1300","Item Created"
"a064E000004DTIYQA4","250-73fdd506f82b064991144ba55c9c18fe","250","2012-04-04T23:00:00.000Z","a0758000002kNN5AAM","GBP","1000","Item Created"
"a064E000004DTIZQA4","250-22deb3bedc3e7c046731a285c50eb801","250","2012-04-04T23:00:00.000Z","a0758000002kNJKAA2","GBP","2000","Item Created"
"a064E000004DTIaQAO","250-c18176c741df79fd981a906bebca2c7e","250","2013-04-04T23:00:00.000Z","a0758000002kNDHAA2","GBP","2500","Item Created"
"a064E000004DTIbQAO","250-56b636d9771d06bc12b8fc99fc123e80","250","2013-04-04T23:00:00.000Z","a0758000002kNNlAAM","GBP","2500","Item Created"
"a064E000004DTIcQAO","250-5a1fd2b77f414cfa6401deb6eaa8f15f","250","2013-04-04T23:00:00.000Z","a0758000002kNGHAA2","GBP","2500","Item Created"
"a064E000004DTIdQAO","250-8d9977031a4a6caa2fdcb5bf0eec7b6e","250","2013-04-04T23:00:00.000Z","a0758000002kNMyAAM","GBP","2500","Item Created"
"a064E000004DTIeQAO","250-367ccb648502a612b9966ebce64daee9","250","2012-04-04T23:00:00.000Z","a0758000002kND8AAM","GBP","2000","Item Created"
"a064E000004DTIfQAO","250-e10c009c5655acdf27099854489def39","250","2013-04-04T23:00:00.000Z","a0758000002kNJKAA2","GBP","2000","Item Created"
